Nr|Naam|Gem/Bijz.|Sign|Bezoekadres|Huisnummer|NA|PC|Plaats|Gemeente|Provincie|Status|Verbijzondering status|MIP|Rijksmonument|Gemeentelijk monument|Rmonr.|Link|Beschermd deel|Eigenaar|Postadres|PC Eig.|Plaats|Jaartal|Circa|Periode|Ontwerp van|Grondvorm|wc|lijk|aula|KASKI|Bijzonderheden|Grootte|Isl.|Kadaster
4156|Algemene Begraafplaats|Gemeentelijk|Gem|Molenweg|||2931 LL|Krimpen aan de Lek|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Ja|Ja|512459|https://monumentenregister.cultureelerfgoed.nl/complexen/512459|5 grafkelders en toegangshek met hekpijlers / Grafzerken en oorlogsmonument Het Offer|gemeente Krimpenerwaard||||1882||||Recht|nee|ja|ja|||12.175|nee|Ja
1453|Oude Algemene Begraafplaats|Gemeentelijk|Gem|Middelland|32||2931 AL|Krimpen aan de Lek|Krimpenerwaard|Zuid-Holland|Gesloten||Nee|Nee|Ja|Geen||Begraafplaats, brandspuithuisje in traditionele baksteenarchitectuur stijl|gemeente Krimpenerwaard||||1828||||Recht|nee|ja|nee|||650|nee|Nee
4152|Gemeentelijke begraafplaats|Gemeentelijk|Gem|Tiendweg Oost|1a||2941 BV|Lekkerkerk|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats, baarhuisje in zakelijk expressionisme stijl|gemeente Krimpenerwaard||||1867||||Recht|nee|ja|ja|||14.650|nee|Ja
1690|Oude Algemene Begraafplaats|Gemeentelijk|Gem|IJsseldijk Noord|67|tegenover|2935 BH|Ouderkerk aan den IJssel|Krimpenerwaard|Zuid-Holland|Gesloten||Nee|Ja|Nee|512186|https://monumentenregister.cultureelerfgoed.nl/complexen/512186|Baarhuisje, gietijzeren hekwerk en grafmon. A.J. Schelling|gemeente Krimpenerwaard||||1828||||Recht|nee|ja|nee|||2.020|nee|Ja
1702|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|IJsseldijk Noord|12||2935 BG|Ouderkerk aan den IJssel|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Krimpenerwaard||||1928||||Recht|nee|ja|ja|||7.085|nee|Ja
546|Gemeentelijke Begraafplaats Lageweg|Gemeentelijk|Gem|Lageweg|35|bij|2935 CD|Ouderkerk aan den IJssel|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Krimpenerwaard||||2012||||Recht|nee|nee|ja||4.000 graven|21.985|nee|Ja
4115|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Wal|3||2871 BA|Schoonhoven|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Ja|Nee|33540|https://monumentenregister.cultureelerfgoed.nl/monumenten/33540|Toegangspoort|gemeente Krimpenerwaard||||1828||||Recht|nee|ja|nee|||11.915|nee|Ja
1757|Algemene Begraafplaats|Gemeentelijk|Gem|Hoflaan|6|bij|2821 XD|Stolwijk|Krimpenerwaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Krimpenerwaard||||1870||||Recht|nee|nee|ja|||5.770|nee|Ja
1334|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Bergweg Noord|6||2661 CP|Bergschenhoek|Lansingerland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Lansingerland||||1828||||Recht|nee|ja|ja|||8.590|nee|Ja
1708|Algemene Begraafplaats|Gemeentelijk|Gem|Plein 1945-1995|4||2651 JZ|Berkel en Rodenrijs|Lansingerland|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Lansingerland||||1959||||Gebogen|nee|nee|ja|||5.050|nee|Ja
3382|Algemene Begraafplaats|Gemeentelijk|Gem|Hoekeindseweg|23||2665 KA|Bleiswijk|Lansingerland|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Toegangspoort|gemeente Lansingerland||||1870||||Recht|nee|nee|ja|||6.750|nee|Ja
4128|Begraafplaats Groene Steeg|Gemeentelijk|Gem|Groenesteeg|126||2312 SR|Leiden|Leiden|Zuid-Holland|Gesloten||Nee|Ja|Nee|24699|https://monumentenregister.cultureelerfgoed.nl/monumenten/24699|Begraafplaats met aula|gemeente Leiden|Willem Pijperstraat 20|2324VZ|Leiden|1813|||Mulder, C.|Recht|nee|nee|ja|||10.800|nee|Nee
1338|Nieuwe Algemene Begraafplaats met RK gedeelte|Gemeentelijk|Gem|Hoogmadeseweg|22||2351 CS|Leiderdorp|Leiderdorp|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Leiderdorp||||1950||||Recht|nee|nee|ja||Met uitbreiding aan overzijde|14.460|nee|Ja
741|Uitbreiding nw. Gemeentelijke Begraafplaats (overzijde weg)|Gemeentelijk|Gem|Hoogmadeseweg|22||2351 CS|Leiderdorp|Leiderdorp|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Leiderdorp||||2009||||Recht|nee|nee|nee|||6.460|nee|Ja
670|Oude Algemene kerkhof|Gemeentelijk|Gem|Hoofdstraat|19||2351 AA|Leiderdorp|Leiderdorp|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Leiderdorp||||||Middeleeuwen||Recht|nee|nee|nee|||867|nee|Nee
2457|Gemeentelijke Begraafplaats Noorthey|Gemeentelijk|Gem|Tuinenlaan|6||2264 HW|Leidschendam|Leidschendam-Voorburg|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Leidschendam-Voorburg||||1979||||Combinatie|ja|nee|ja|||28.000|ja|Ja
3000|Oude Algemene Begraafplaats|Gemeentelijk|Gem|Parkweg|105||2271 BA|Voorburg|Leidschendam-Voorburg|Zuid-Holland|In gebruik||Nee|Ja|Nee|524448|https://monumentenregister.cultureelerfgoed.nl/monumenten/524448|Poortgebouw en doodgraverswoning|gemeente Leidschendam-Voorburg||||1874||||Recht|nee|nee|ja|||6.500|nee|Ja
1420|Oosterbegraafplaats|Gemeentelijk|Gem|Rodelaan|64||2272 BB|Voorburg|Leidschendam-Voorburg|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Leidschendam-Voorburg||||1937||||Recht|ja|nee|ja||Ned oorlogsgraven|63.260|nee|Ja
1389|Gemeentelijke + Joodse Begraafplaats|Gemeentelijk|Gem|Willem de Zwijgerstraat|36||3143 LR|Maassluis|Maassluis|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|Gemeente Maassluis|Postbus 55|3140AB|Maassluis|1887||||Combinatie|ja|ja|nee||Ned oorlogsgraven|15.510|nee|Ja
1050|De Dijk|Gemeentelijk|Gem|Vlaardingsedijk|||3143 LN|Maassluis|Maassluis|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||Gemeente Maassluis||||2015|||Buro Stad en Land i.s.m. Genius Loci|Recht|nee|nee|ja|||24.000|nee|Nee
4141|Oude gemeentelijke Begraafplaats|Gemeentelijk|Gem|Commandeurskade|15|bij|3155 AC|Maasland|Midden-Delfland|Zuid-Holland|Gesloten||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Midden-Delfland||||1829||||Recht|nee|ja|nee|||1.350|nee|Ja
1657|Nieuwe Algemene Begraafplaats|Gemeentelijk|Gem|Hofsingel|1||3155 ZG|Maasland|Midden-Delfland|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Midden-Delfland||||1933|||Warnaar, A.|Recht|nee|ja|ja|||7.400|nee|Ja
1703|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Dorppolderweg|1||2636 DV|Schipluiden|Midden-Delfland|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Midden-Delfland||||1873||||Recht|nee|ja|nee|||6.760|nee|Ja
1816|Kerkhof bij de Koepelkerk|Gemeentelijk|Gem|Kerkeind|29||4241 XC|Arkel|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|nee|nee|||7.430|nee|Ja
2258|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Meulenbroek|16||2971 XD|Bleskensgraaf|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1931||||Recht|nee|nee|ja||Met uitbreiding|7.400|nee|Ja
4158|NH Kerkhof|Gemeentelijk|Gem|Brandwijksedijk|19|bij|2974 LB|Brandwijk|Molenlanden|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|nee|nee||Voorheen Hervormd|725|nee|Ja
4159|Gemeentelijke Begraafplaats Brandwijk en Molenaarsgraaf|Gemeentelijk|Gem|Kerkweg|7|bij|2974 LH|Brandwijk (Molenaarsgraaf)|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1960||||Recht|nee|nee|ja|||8.080|nee|Ja
4138|NH Kerkhof|Gemeentelijk|Gem|Kerkstraat|3c|bij|4225 RG|Noordeloos|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Baarhuisje|gemeente Molenlanden||||||Middeleeuwen||Recht|nee|ja|ja|||3.250|nee|Ja
1806|Oud kerkhof|Gemeentelijk|Gem|Kerkplein|1a||4209 AC|Schelluinen|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|nee|nee|||670|nee|Ja
4161|NH Kerkhof|Gemeentelijk|Gem|Kerkstraat|38||2959 BS|Streefkerk|Molenlanden|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee||restanten, was feitelijk ook de algemene begraafplaats, gesloten in 1978|825|nee|Nee
1811|Begraafplaats|Gemeentelijk|Gem|C.M. van Houwelingweg|1||3381 KD|Giessenburg|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||||Recht|nee|nee|nee|||5.300|nee|Ja
1815|vm. NH Begraafplaats|Gemeentelijk|Gem|Kerkhoflaan|ong.||3381 AR|Giessenburg|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1880|Ja|||Recht|nee|nee|nee|||2.300|nee|Ja
2259|Gemeentelijk kerkhof|Gemeentelijk|Gem|Oudkerkseweg|22|bij|3381 KR|Giessen-Oudekerk|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|ja|nee||Met diverse uitbreidingen|6.580|nee|Ja
1809|Gemeentelijk kerkhof met uitbreiding|Gemeentelijk|Gem|Noordzijde|18||2977 AD|Goudriaan|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Molenlanden||||||Middeleeuwen||Combinatie|nee|nee|nee||Uitbreidingen 1971 en 2006|2.030|nee|Ja
1784|Begraafplaats Gelkenes|Gemeentelijk|Gem|Gelkenes/Liesveld|2||2964 AG|Groot Ammers|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1858||||Recht|nee|ja|ja|||7.650|nee|Ja
1814|Begraafplaats|Gemeentelijk|Gem|Dorpsweg|92A||4221 LJ|Hoogblokland|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1873||||Recht|nee|nee|ja||Uitbreiding uit jaren 50.|3.000|nee|Ja
1817|Gemeentelijk kerkhof|Gemeentelijk|Gem|Dorpsweg|10b|bij|4223 NA|Hoornaar|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Combinatie|nee|nee|ja||Laatste uitbreiding in 2025|3.500|nee|Ja
1754|Gemeentelijk kerkhof|Gemeentelijk|Gem|Lekdijk|151||2967 GH|Langerak|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|ja|nee||Met uitbreiding|4.040|nee|Ja
4129|Kerkhof bij de NH Kerk|Gemeentelijk|Gem|Dorpsstraat|28|bij|2973 AC|Molenaarsgraaf|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Begraafplaats|gemeente Molenlanden||||||Middeleeuwen||Recht|nee|nee|ja|||1.350|nee|Ja
2235|Oude Algemene Begraafplaats|Gemeentelijk|Gem|Lekdijk|89|bij|2957 CD|Nieuw Lekkerland|Molenlanden|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Ja|Geen||Begraafplaats|gemeente Molenlanden||||1865||||Recht|nee|ja|nee||Buitendijks|2.410|nee|Ja
4132|Algemene Begraafplaats|Gemeentelijk|Gem|Schoonenburglaan|64||2957 BD|Nieuw Lekkerland|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1961||||Recht|nee|nee|ja|||25.670|nee|Ja
1788|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Bij de Waterschuur|30|bij|2965 AN|Nieuwpoort|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||||Recht|nee|nee|ja|||3.460|nee|Ja
4162|Gemeentelijk kerkhof bij de Hervormde kerk|Gemeentelijk|Gem|A|61||2975 BC|Ottoland|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|ja|ja|||1.940|nee|Ja
2240|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Noordzijde|35||2969 AR|Oud-Alblas|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1872||||Recht|nee|nee|ja|||5.900|nee|Ja
1842|Begraafplaats Nolweg|Gemeentelijk|Gem|Nolweg|28a||4209 AZ|Schelluinen|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1976||||Recht|nee|nee|nee|||2.640|nee|Ja
2249|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Beneden Tiendweg|||2959 BA|Streefkerk|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1931||||Recht|nee|nee|ja|||3.780|nee|Ja
2261|Nieuwe algemene Begraafplaats|Gemeentelijk|Gem|Oosteinde|41|bij|3366 BE|Wijngaarden|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||1984||||Recht|nee|nee|nee|||1.850|nee|Ja
2260|Oude algemene Kerkhof|Gemeentelijk|Gem|Dorpsstraat|28||3366 BD|Wijngaarden|Molenlanden|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Molenlanden||||||Middeleeuwen||Recht|nee|nee|nee|||750|nee|Nee
1595|Gemeentelijk kerkhof bij de NH kerk|Gemeentelijk|Gem|Reghthuysplein|18||2421 BE|Nieuwkoop|Nieuwkoop|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nieuwkoop||||||Middeleeuwen||Recht|nee|nee|nee||voormalig NH Kerkhof|2.935|nee|Ja
1608|Oud NH Kerkhof|Gemeentelijk|Gem|Kerkstraat|45||2441 CG|Nieuwveen|Nieuwkoop|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Kerkhof|gemeente Nieuwkoop||||||Middeleeuwen||Recht|nee|nee|nee|||1.820|nee|Ja
1578|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Westkanaalweg|83||2461 EH|Ter Aar|Nieuwkoop|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nieuwkoop||||1931||||Recht|nee|nee|ja||Op plaats oude Geref. Kerk, later naar voren en achteren uitgebreid|7.280|nee|Ja
1577|Oude algemene kerkhof|Gemeentelijk|Gem|Aardamseweg|3||2461 CA|Ter Aar|Nieuwkoop|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Nieuwkoop||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||640|nee|Nee
1609|Gemeentelijk kerkhof|Gemeentelijk|Gem|Dorpsstraat|12||2435 AJ|Zevenhoven|Nieuwkoop|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Kerkhof|gemeente Nieuwkoop||||||Middeleeuwen||Recht|nee|ja|nee|||1.590|nee|Ja
1723|Gemeentelijk Kerkhof|Gemeentelijk|Gem|Kerkplein|11||3216 AK|Abbenbroek|Nissewaard|Zuid-Holland|Gesloten||Ja|Ja|Nee|525168|https://monumentenregister.cultureelerfgoed.nl/monumenten/525168|Toegangshek|gemeente Nissewaard||||||Middeleeuwen||Recht|nee|nee|nee|||1.040|nee|Ja
1715|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Kouwenhovenseweg|3||3216 LP|Abbenbroek|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||1975||||Recht|nee|ja|nee|||2.200|nee|Ja
4139|Gemeentelijk kerkhof|Gemeentelijk|Gem|Kerkplein|7|bij|3211 AR|Geervliet|Nissewaard|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||||Middeleeuwen||Recht|nee|ja|nee||voorheen NH|890|nee|Ja
1738|Nieuwe gemeentelijke Begraafplaats Geervliet|Gemeentelijk|Gem|Oude Noorlandsedijk|1||3211 BV|Geervliet|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||1972||||Recht|nee|nee|nee|||8.420|nee|Ja
1711|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Welleweg|3||3218 LK|Heenvliet|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||1881||||Recht|nee|nee|nee||Was van 1980 tot 2008 gesloten|3.300|nee|Ja
1679|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Meeldijk|6||3209 AV|Hekelingen|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||||||Recht|nee|ja|nee|||2.150|nee|Ja
1712|Begraafplaats|Gemeentelijk|Gem|Leuneweg|14||3227 AP|Oudenhoorn|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Smeed- en gietijzeren hekwerk bij begraafplaats|gemeente Nissewaard||||||||Recht|nee|ja|nee|||3.320|nee|Ja
1416|Begraafplaats De Ommering|Gemeentelijk|Gem|Oprelseweg|1||3202 LD|Spijkenisse|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard|Postbus  25|3200AA|Spijkenisse|1965|||W.C.J. Boer|Recht|nee|nee|ja|||43.485|ja|Ja
1476|Algemene Begraafplaats Vredehof|Gemeentelijk|Gem|Vredehofstraat|27|bij|3201 CV|Spijkenisse|Nissewaard|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||||||Recht|ja|nee|nee|||9.350|nee|Ja
1728|Algemene Begraafplaats|Gemeentelijk|Gem|Raadhuisstraat|25a||3214 AP|Zuidland|Nissewaard|Zuid-Holland|Gesloten||Nee|Nee|Ja|Geen||Smeedijzeren toegangshek begraafplaats|gemeente Nissewaard||||1828||||Recht|nee|ja|nee||-1979|2.010|nee|Ja
1732|Nieuwe Algemene Begraafplaats|Gemeentelijk|Gem|Kerkweg|1||3214 VB|Zuidland|Nissewaard|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Nissewaard||||1952|Ja|||Recht|nee|nee|ja|||12.230|nee|Ja
1592|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Oude Zeeweg|32||2202 CG|Noordwijk|Noordwijk|Zuid-Holland|In gebruik||Nee|Ja|Ja|511981|https://monumentenregister.cultureelerfgoed.nl/monumenten/511981|Oude gedeelte, muur, baarhuisje en 2 grafmonumenten / Graf Daniël Noteboom, schaker (+ ouders)|gemeente Noordwijk, afd. Openbare Werken|Postbus 298|2200 AG|Noordwijk|1829|||S. van der Pauw|Recht|nee|ja|nee||Gemenebest oorlogsgr 135|11.300|nee|Ja
2239|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Admiraal de Ruyterweg|21||3354 XA|Papendrecht|Papendrecht|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Papendrecht||||1911||||Combinatie|nee|nee|ja|||33.600|nee|Ja
4154|Oude Algemene Begraafplaats Rusthof|Gemeentelijk|Gem|Lagendijk|54|bij|2981 EM|Ridderkerk|Ridderkerk|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Aula, begraafplaats|gemeente Ridderkerk||||1829||||Recht|nee|ja|ja||Uitbreiding jaren dertig|12.120|nee|Ja
4165|Begraafplaats Vredehof|Gemeentelijk|Gem|Lagendijk|114||2981 EN|Ridderkerk|Ridderkerk|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Aula, begraafplaats|gemeente Ridderkerk|Postbus 271|2980AG|Ridderkerk|1954|||J. Vroom jr.|Combinatie|ja|nee|ja||Uitbreiding bezig in 2022|73.850|ja|Ja
338|Gemeentelijk kerkhof bij de NH Kerk|Gemeentelijk|Gem|Herenstraat|62B|bij|2282 BW|Rijswijk|Rijswijk|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Rijswijk||||||Middeleeuwen||Kerkoriëntatie|nee|nee|nee|||975|nee|Nee
1566|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Kerkhofweg|6||3151 TN|Hoek van Holland|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1917||||Combinatie|nee|ja|ja||Gem Best oorlogsgr 74|24.600|nee|Ja
3527|Begraafplaats OudHoogvliet|Gemeentelijk|Gem|Achterweg|50||3191 VA|Hoogvliet|Rotterdam|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||||||Recht|nee|nee|nee|||2.400|nee|Ja
3390|Begraafplaats Oudeland|Gemeentelijk|Gem|Oudelandseweg|211||3194 XA|Hoogvliet|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1967||||Recht|nee|nee|ja|||51.085|nee|Ja
3460|Gemeentelijke Begraafplaats Pernis|Gemeentelijk|Gem|Ring|548||3195 XT|Pernis|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1916||||Recht|nee|nee|ja|||12.015|nee|Ja
1417|Kerkhof Oud Pernis|Gemeentelijk|Gem|Ring|1||3195 XB|Pernis|Rotterdam|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||||||Recht|nee|ja|nee|||890|nee|Nee
1327|Gemeentelijke begraafplaats Crooswijk|Gemeentelijk|Gem|Kerkhoflaan|1-5||3034 TA|Rotterdam|Rotterdam|Zuid-Holland|In gebruik||Nee|Ja|Nee|506293|https://monumentenregister.cultureelerfgoed.nl/complexen/506293|Poortgebouw, drenkelingenhuis, wachtlokaal annex opzichterswoning, poortgebouw met hek, etc.|gemeente Rotterdam||||1832|||P. Adams|Combinatie|ja|ja|ja||114 oorlogsgraven, uitbreidingen door L.A. Springer en Bijhouwer|189.870|ja|Ja
2886|Oude Begraafplaats Schiebroek|Gemeentelijk|Gem|Ringdijk|43||3052 KS|Rotterdam|Rotterdam|Zuid-Holland|Gesloten||Ja|Nee|Ja|Geen||Begraafplaatshek, baarhuisje|gemeente Rotterdam||||1904||||Recht|nee|ja|nee||In 1952 gesloten, niet open voor publiek|520|nee|Ja
1472|Zuiderbegraafplaats|Gemeentelijk|Gem|Slinge|50||3084 EB|Rotterdam|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1940|||Theeuwis, F.|Combinatie|nee|nee|ja|||110.300|ja|Ja
1525|Begraafplaats Hofwijk|Gemeentelijk|Gem|Delftweg|230||3046 ND|Rotterdam|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1938|||Theeuwis, F.|Recht|ja|nee|ja|||267.000|nee|Ja
1724|Begraafplaats|Gemeentelijk|Gem|Molenweg|40||3181 AT|Rozenburg|Rotterdam|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Rotterdam||||1868||||Recht|nee|ja|ja||Uitbreiding gepland|12.840|nee|Ja
2248|Gemeentelijke Begraafplaats|Gemeentelijk|Gem|Thorbeckelaan|2||3362 BT|Sliedrecht|Sliedrecht|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Aula en poort|gemeente Sliedrecht||||1885||||Recht|nee|nee|nee|||37.865|nee|Ja
3565|Gemeentelijke Begraafplaats Emaus|Gemeentelijk|Gem|Emaus|6||3135 JC|Vlaardingen|Vlaardingen|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Ja|Geen||Begraafplaats met historisch groen, entreegebouw, aula, bedrijfsruimtes, Koetshuis, Baarhuis, Selectie van individuele graven|gemeente Vlaardingen||||1829||||Recht|nee|ja|nee|||35.785|nee|Ja
1521|Gemeentelijke Begraafplaats Holy|Gemeentelijk|Gem|Olmendreef|150||3137CR|Vlaardingen|Vlaardingen|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Vlaardingen||||1972||||Recht|ja|nee|ja|||58.000|ja|Ja
1688|Gemeentelijke Begraafplaats Rosenburgh|Gemeentelijk|Gem|Rosenburgherlaan|1|bij|2252 BA|Voorschoten|Voorschoten|Zuid-Holland|In gebruik||Nee|Nee|Ja|Geen||Aula en toegangspoort|gemeente Voorschoten||||1963||||Recht|nee|nee|ja|||30.000|ja|Ja
1619|Nieuwe algemene Begraafplaats Thijmhof|Gemeentelijk|Gem|Alberdingk Thijmlaan|8||2741 AA|Waddinxveen|Waddinxveen|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Waddinxveen|Postbus 400|2740AK|Waddinxveen|1974||||Recht|ja|nee|nee|||34.550|nee|Ja
1630|Oude algemene Begraafplaats|Gemeentelijk|Gem|Kerkweg-west|19||2742 VM|Waddinxveen|Waddinxveen|Zuid-Holland|In gebruik|Alleen bijzettingen|Nee|Nee|Ja|Geen||Begraafplaats met Aula-poortgebouw, diverse familiegraven, vier oorlogsgraven|gemeente Waddinxveen|Postbus 400|2740AK|Waddinxveen|1838||||Recht|nee|ja|ja||Voorm. NH kerkhof, aangelegd na afbraak kerk!|5.130|nee|Ja
3415|Gemeentelijke Begraafplaats Persijnhof met RK deel|Gemeentelijk|Gem|Het Kerkehout|6||2245 XR|Wassenaar|Wassenaar|Zuid-Holland|In gebruik||Nee|Nee|Nee|Geen|||gemeente Wassenaar|Postbus 499|2240AL|Wassenaar|1982||||Recht|nee|nee|ja|||8.900|ja|Nee
4337|Asurn Hazelhoff Roelfsema bij monument gevallenen Wassenaarseslag|Bijzonder|Oorl|Schouwweg||||Wassenaar|Wassenaar|Zuid-Holland|Gesloten||Nee|Nee|Nee|Geen|||||||2007||||Recht|nee|nee|nee||Monument dateert van 1952, asurn geplaatst in 2007|16|nee|Nee
